464134,1,54
464134,9483415,540135238
464134,10084829,575642026
464134,10633189,609280990
464134,10809160,619388756
464134,11007790,630827044
464134,11076536,635076472
464134,11100145,636513450
464134,11123606,637897556
464134,11140885,638981546
464134,11159289,640136198
464134,11165366,640506136
464134,11187907,641956838
464134,11193733,642303674
464134,11208474,643247572
464134,11220826,643938084
464134,11225552,644241276
464134,11229209,644440730
464134,11235495,644833274
464134,11266351,646865278
464134,11267434,646927500
464134,11268425,646988786
464134,11290363,648202454
464134,11293970,648430844
464134,11297292,648627296
464134,11299501,648766358
464134,11300305,648817282
464134,11300809,648848570
464134,11302235,648937078
464134,11302943,648973914
464134,11303734,649020392
