493651,1,93
493651,24839210,2374850400
493651,26233060,2497766667
493651,26745917,2544393930
493651,27411615,2603856353
493651,27985478,2655293946
493651,28486817,2700097799
493651,29351145,2779418649
493651,29625989,2803772339
493651,29807441,2819953084
493651,30070892,2843941988
493651,30680534,2899402146
493651,30767804,2907083994
493651,30880556,2917367801
493651,30979303,2926585388
493651,31073963,2935257856
493651,31142003,2941579571
493651,31234060,2949226503
493651,31532024,2977025230
493651,31645501,2987700020
493651,31736329,2995954134
