493671,1,93
493651,17949714,1761873297
493651,23318027,2240642593
493651,24839210,2374850400
493651,25401259,2424599901
493651,25962710,2474027300
493651,26233060,2497766667
493651,26441806,2516902517
493651,26565062,2527987963
493651,26745917,2544393930
493651,26897677,2556820694
493651,26952755,2561705120
493651,27411615,2603856353
493651,27521584,2613578821
493651,27881605,2646535787
493651,27985478,2655293946
493651,28068033,2662225351
493651,28390151,2691481626
493651,28486817,2700097799
493651,28601372,2710376994
493651,28695247,2718720137
493651,29351145,2779418649
493651,29396905,2783405104
493651,29506960,2793111825
493651,29625989,2803772339
493651,29717775,2812029476
493651,29773324,2816847818
493651,29807441,2819953084
493651,29907340,2829022349
493651,29973596,2835045247
493651,30070892,2843941988
