464134,1,54
464134,10633189,609280990
464134,11076536,635076472
464134,11140885,638981546
464134,11187907,641956838
464134,11220826,643938084
464134,11235495,644833274
464134,11268425,646988786
464134,11297292,648627296
464134,11300809,648848570
464134,11303734,649020392
464134,11308166,649273808
464134,11326590,650483996
464134,11328684,650616980
464134,11620939,669900386
464134,11622253,669985498
464134,11742993,677943990
464134,11753686,678647408
464134,11755833,678774054
464134,11756285,678802830
464134,11756848,678836424
