464134,0,0,463802,0.0,0.0,1.0,1.0
464134,38,2368,463574,0.0,0.0,1.0,1.0
464134,8012,441104,450634,3336169.4999994924,222369052.99996617,1.0,1.0
464134,21896,1351468,433092,30756990.06274966,1790952621.2834806,1.0,1.0
464134,57926,3599156,413627,8682755.598178228,542158822.0430773,1.0,1.0
464134,317465,20159850,392584,22767930.59721428,1418501556.0812738,1.0,1.0
464134,926615,57189554,362858,30409086.750439145,1908201859.6135778,1.0,1.0
464134,1753550,107515492,316214,11189716.823006304,685587727.1014409,0.9904922957966438,0.9870043120022751
464134,1275314,79976744,190144,2820562.2706729807,177893044.9371257,0.9428712139867028,0.9461647085957613
464134,537341,34527802,58019,667192.1517230235,42883282.528667115,1.0,1.0
464134,467038,30023304,17048,478698.85538980714,30751716.26612159,1.0,1.0
464134,461535,29684206,7954,467091.46105735045,30034191.937406868,1.0,1.0
464134,456301,29461974,5970,458357.4618697849,29587186.347057197,1.0,1.0
464134,456258,29459212,5529,458166.48832231225,29575163.045531113,1.0,1.0
464134,456238,29457896,5431,458133.4938163381,29573008.250845812,1.0,1.0
464134,456238,29457896,5412,458133.1257954754,29572984.860896997,1.0,1.0
464134,456238,29457896,5403,458132.15823123464,29572922.85785063,1.0,1.0
*464134,36,2392,463745,0.0,0.0,1.0,1.0
464134,0,0,461865,0.0,0.0,1.0,1.0
464134,7762,421944,449364,525226.5000000092,34554375.0000006,1.0,1.0
464134,11418,656888,445278,73406004.70915113,4190494256.8015876,1.0,1.0
464134,64818,4057524,427829,23459242.831688754,1498187025.106446,1.0,1.0
464134,305244,18948568,403447,33057982.379182246,1934562863.5141122,1.0,1.0
464134,1330606,81081068,382527,43822763.946175024,2728399842.0141363,2.155061775691982,2.197785083924555
464134,3685164,216347228,338915,53225661.42394139,2992676813.051648,2.877712394262598,2.8748581986454482
464134,3502753,216126830,259050,11159802.945564635,690552748.008668,0.8031049332277191,0.795952276989289
464134,1097646,67441164,107969,1459603.7187982341,90670658.8725684,0.9609129424627579,0.9645195526165401
464134,622438,39700388,30049,665162.1521978372,42380559.07068957,1.0,1.0
464134,545054,34949128,10501,552650.6275726518,35422435.45154467,1.0,1.0
464134,535728,34480932,6411,538221.0257637233,34632068.976583585,1.0,1.0
464134,532185,34249066,5556,534394.7546490225,34382934.521489136,1.0,1.0
464134,532164,34247664,5389,534335.1538748889,34379242.157408014,1.0,1.0
464134,532144,34246348,5346,534307.7703894204,34377482.47955249,1.0,1.0
464134,532144,34246348,5339,534307.4501373406,34377462.107554495,1.0,1.0
*464134,89,5138,464079,0.0,0.0,1.0,1.0
464134,89,5138,464079,0.0,0.0,1.0,1.0
464134,1350,75832,462669,12672.395833333374,686931.2500000022,1.0,1.0
464134,21521,1238126,460614,815504.9150366955,47359981.23032988,1.0,1.0
464134,139095,8919350,426603,213974509.4943804,14101276219.465696,1.0,1.0
464134,212428,13002540,408266,19499958.594144214,1158601566.3412592,1.0,1.0
464134,2146379,122596970,388144,62699239.151976705,3844801277.904069,3.5158150910328536,3.630506641852382
464134,5984141,354281514,353937,68908726.54926625,4157374548.875146,5.245403951036314,5.367551948690842
464134,8012630,462318668,293496,55686310.881231114,3152196570.8944674,2.630362530979883,2.723851553812933
464134,5131970,301765364,172066,9909912.643240713,594517130.8471824,0.6031915501369456,0.5990647786596432
464134,1158529,73643502,50385,1278145.1696015012,81944103.60934296,0.9761388496401207,0.9735565778448677
464134,915628,58903168,14975,945102.1670894994,60779381.140349604,1.0,1.0
464134,729508,46724884,7271,739268.4398627427,47341075.495841816,1.0,1.0
464134,722819,46312238,5628,726794.9658000156,46555031.115561485,1.0,1.0
464134,722533,46294210,5287,726304.3353641646,46524389.36972269,1.0,1.0
464134,722529,46294042,5199,726272.7993028383,46522544.49981202,1.0,1.0
464134,722529,46294042,5183,726269.065532336,46522341.279904425,1.0,1.0
*464134,184,11404,463896,1983539.9999990612,131467801.99993755,1.0,1.0
464134,184,11404,463896,1983539.9999990612,131467801.99993755,1.0,1.0
464134,199,12086,457718,315100.0000001346,16826340.000007186,1.0,1.0
464134,23763,1322570,462468,41349364.963792615,2249902439.854213,1.0,1.0
464134,62170,3717864,429199,31506609.926525243,1735192774.7844136,1.0,1.0
464134,180498,11186404,405783,14258297.100675523,882883820.3677671,1.0,1.0
464134,2666436,151687440,380200,14366358.922618708,871335820.861227,1.0,1.0
464134,3740081,220704582,337769,25683148.47382955,1504402425.1640203,2.6575794728395112,2.682773219249805
464134,11164592,640858368,252601,105515151.23443829,5804262193.185708,2.038751763753475,2.0000354555208366
464134,11746407,678150926,138040,21120541.589910433,1218422790.2943294,0.6516329704510109,0.65
464134,11758396,678931252,47372,13911099.276663993,804797255.5557129,0.14014982954567434,0.14155299436852847
464134,11758448,678934496,13634,12721432.822949488,733699152.408168,0.03100961538461542,0.031009615384615403
464134,11758455,678934898,6029,12429691.048037795,715422200.4288535,0.00417061041585331,0.00410830014057055
464134,11758455,678934898,4352,12181384.200046604,701908472.8220738,3.8822987215966014e-05,5.7382222987320456e-05
464134,11758455,678934898,4057,11791987.933602685,680871028.0937927,0.0,0.0
464134,11758455,678934898,4006,11791730.26216888,680856034.8512325,0.0,0.0
464134,11758455,678934898,3990,11791650.050830975,680851457.2516611,0.0,0.0
*
