493651,6815746,700662760,274841,33165932.538663033,3576067968.334507,0.7348392713671449,0.7273311676736764
493651,13365687,1286435799,197779,31679983.038155228,3067143749.8353834,0.5971318298913367,0.5737967688397139
493651,22459103,2147517083,96252,30399201.197752308,2911088783.9928737,0.30264132105316305,0.28887518277370783
493651,29406734,2784515073,32291,32126336.23263046,3041355169.976599,0.16908252176955305,0.16454987403812676
493651,33048588,3120273763,8814,33782668.67707068,3189874309.0436006,0.052664514186367514,0.051238707380798804
493651,34162812,3222009821,2435,34408644.09790798,3244817015.8434944,0.023817566586763254,0.023444838775197777
*493651,5641124,519027335,269571,25290832.640460342,2291609158.0551925,0.8069151696797477,0.7817497392591173
493651,14733161,1425906520,175583,29406863.914472837,2867944241.0946503,0.437807223047177,0.4217556822126717
493651,26107736,2472258021,49801,30444389.97655041,2883342381.074655,0.25203927876878424,0.24096420976608354
493651,31483463,2973669927,4338,31892319.253738314,3012193454.8359523,0.09099835089011432,0.08405750743864751
493651,34151177,3220690253,210,34166682.55988207,3222153127.2515736,0.02392571644486421,0.02510714727598578
493651,34393319,3242974936,9,34393724.49833577,3243010243.356771,0.014121821035930127,0.011909354206986798
*493651,7419739,714081024,266536,32459817.452791452,3184712176.9312773,0.7294676305646544,0.7199384633356604
493651,15358985,1497094804,161161,28671221.99708732,2817087082.327842,0.4932819144490985,0.4698956336820487
493651,27865517,2641014225,18312,29099321.134095035,2759507153.985978,0.169659743692968,0.16024316452173992
493651,33454081,3155809870,136,33469336.695624303,3157291787.3505874,0.05996227584017329,0.058141376850943734
493651,34352094,3239089968,0,34352094.0,3239089968.0,0.013434024960361961,0.012983035904017325
493651,34395864,3243213831,0,34395864.0,3243213831.0,0.013330495374153609,0.011852937127591823
*493651,7939549,797831547,264913,35513326.26607636,3744384056.269842,0.7524595964833622,0.7423556201523015
493651,16632796,1615863563,151265,28843686.550353277,2827726688.6245747,0.5584020842379505,0.5658164678888274
493651,29734199,2814655502,3971,30040025.474139843,2843862474.211371,0.15446769247765524,0.1554048088783378
493651,33645469,3173399733,0,33645469.0,3173399733.0,0.06769607998024844,0.06324010754327755
493651,34392875,3242938019,0,34392875.0,3242938019.0,0.014081162545864102,0.012747953238878553
493651,34395864,3243213831,0,34395864.0,3243213831.0,0.013330495374153609,0.011852937127591823
*
