8920,0,0
8920,62976,5732599
8920,65449,5937499
8920,66546,6032387
8920,67148,6087040
8920,67309,6099228
8920,68807,6233945
8920,68947,6255277
8920,68947,6255277
8920,68959,6256222
8920,68973,6258652
8920,68974,6258706
8920,68974,6258706
8920,68974,6258706
8920,68974,6258706
8920,68974,6258706
8920,68974,6258706
8920,68974,6258706
8920,68974,6258706
8920,68974,6258706
8920,68974,6258706
8920,68974,6258706
8920,68974,6258706
8920,68974,6258706
8920,68974,6258706
8920,68974,6258706
8920,68974,6258706
8920,68974,6258706
8920,68974,6258706
8920,68974,6258706
8920,68974,6258706
