"Timestamp, DNS Domain Queried"
1599315814.787131,api-glb-use1c.smoot.apple.com
1599315815.091109,jjk7.mycpanel.princeton.edu
1599315815.135883,fonts.googleapis.com
1599315833.482731,wss-primary.slack.com
1599315847.829958,10.client-channel.google.com
