Domain,Number of DNS requests,Missed DNS requests missed,Number of Packets,Number of Bytes,Estimated Packets,Estimated Bytes
LIBERTY.EDU,4,0,0,0,0.0,0.0
HMS.HARVARD.EDU,2,0,0,0,0.0,0.0
MULTCOLIB.ORG,3,0,0,0,0.0,0.0
UDALLAS.EDU,2,0,0,0,0.0,0.0
UNCO.EDU,2,0,0,0,0.0,0.0
VCU.EDU,14,0,0,0,0.0,0.0
LAWRENCE.LIB.KS.US,1,0,0,0,0.0,0.0
GOUCHER.EDU,2,0,0,0,0.0,0.0
EVANSVILLE.EDU,1,0,0,0,0.0,0.0
MANSFIELD.EDU,6,0,0,0,0.0,0.0
SL.ON.CA,1,0,0,0,0.0,0.0
UGA.EDU,16,0,0,0,0.0,0.0
UDL.CAT,2,0,0,0,0.0,0.0
MARQUETTE.EDU,5,0,0,0,0.0,0.0
RYERSON.CA,11,0,0,0,0.0,0.0
UWOSH.EDU,2,0,0,0,0.0,0.0
UCDENVER.EDU,12,0,0,0,0.0,0.0
PCOM.EDU,5,0,0,0,0.0,0.0
UTSA.EDU,4,0,0,0,0.0,0.0
FROSTBURG.EDU,6,0,0,0,0.0,0.0
TWU.CA,2,0,0,0,0.0,0.0
IPPL.INFO,2,0,0,0,0.0,0.0
CCIS.EDU,1,0,0,0,0.0,0.0
CSUFRESNO.EDU,4,0,0,0,0.0,0.0
AUSTINCC.EDU,4,0,0,0,0.0,0.0
DUQ.EDU,6,0,0,0,0.0,0.0
COFC.EDU,4,0,0,0,0.0,0.0
UNT.EDU,12,0,0,0,0.0,0.0
CREIGHTON.EDU,9,0,0,0,0.0,0.0
AVEMARIA.EDU,1,0,0,0,0.0,0.0
RSMAS.MIAMI.EDU,4,0,0,0,0.0,0.0
CHAPMAN.EDU,7,0,0,0,0.0,0.0
GONZAGA.EDU,2,0,0,0,0.0,0.0
FITCHBURGSTATE.EDU,6,0,0,0,0.0,0.0
LAKEHEADU.CA,1,0,0,0,0.0,0.0
OKSTATE.EDU,3,0,0,0,0.0,0.0
UCO.EDU,2,0,0,0,0.0,0.0
FAIRFIELD.EDU,8,0,0,0,0.0,0.0
EMORY.EDU,13,0,0,0,0.0,0.0
ITHACA.EDU,13,0,0,0,0.0,0.0
NYLS.EDU,2,0,0,0,0.0,0.0
MTA.CA,2,0,0,0,0.0,0.0
CORNERSTONE.EDU,8,0,0,0,0.0,0.0
MSN.COM,12,0,0,0,0.0,0.0
VALPO.EDU,4,0,0,0,0.0,0.0
BINGHAMTON.EDU,11,0,0,0,0.0,0.0
WILLARDLIBRARY.ORG,1,0,0,0,0.0,0.0
UCSC.EDU,4,0,0,0,0.0,0.0
UNM.EDU,9,0,0,0,0.0,0.0
TWU.EDU,5,0,0,0,0.0,0.0
WLU.CA,1,0,0,0,0.0,0.0
MORTON.EDU,2,0,0,0,0.0,0.0
OA.EOP.GOV,2,0,0,0,0.0,0.0
ORU.EDU,2,0,0,0,0.0,0.0
UOIT.CA,1,0,0,0,0.0,0.0
BROCKU.CA,3,0,0,0,0.0,0.0
LESLEY.EDU,3,0,0,0,0.0,0.0
CWU.EDU,6,0,0,0,0.0,0.0
TBAYTEL.NET,2,0,0,0,0.0,0.0
COBLESKILL.EDU,2,0,0,0,0.0,0.0
WISC.EDU,21,0,0,0,0.0,0.0
LAU.EDU.LB,1,0,0,0,0.0,0.0
UTOLEDO.EDU,1,0,0,0,0.0,0.0
NTPL.CA,2,0,0,0,0.0,0.0
UCMAIL.UC.EDU,4,0,0,0,0.0,0.0
WELL.COM,4,0,0,0,0.0,0.0
RULMAIL.RUTGERS.EDU,2,0,0,0,0.0,0.0
NYUMC.ORG,2,0,0,0,0.0,0.0
GRINNELL.EDU,4,0,0,0,0.0,0.0
CRETELIBRARY.ORG,1,0,0,0,0.0,0.0
NMMU.AC.ZA,2,0,0,0,0.0,0.0
SARAHLAWRENCE.EDU,3,0,0,0,0.0,0.0
AMHERST.EDU,4,0,0,0,0.0,0.0
PVCC.EDU,2,0,0,0,0.0,0.0
UWB.EDU,2,0,0,0,0.0,0.0
TRU.CA,2,0,0,0,0.0,0.0
UNF.EDU,1,0,0,0,0.0,0.0
MPC.EDU,4,0,0,0,0.0,0.0
LAW.UCLA.EDU,5,0,0,0,0.0,0.0
PCC.EDU,8,0,0,0,0.0,0.0
AGNESSCOTT.EDU,1,0,0,0,0.0,0.0
UNR.EDU,3,0,0,0,0.0,0.0
MIAMI.EDU,8,0,0,0,0.0,0.0
LATECH.EDU,2,0,0,0,0.0,0.0
NYFA.EDU,2,0,0,0,0.0,0.0
UKY.EDU,5,0,0,0,0.0,0.0
MERCER.EDU,2,0,0,0,0.0,0.0
COLOSTATE.EDU,6,0,0,0,0.0,0.0
COASTAL.EDU,2,0,0,0,0.0,0.0
STMARTIN.EDU,1,0,0,0,0.0,0.0
QUEENSU.CA,15,0,0,0,0.0,0.0
SYMPATICO.CA,4,0,0,0,0.0,0.0
ECU.EDU,4,0,0,0,0.0,0.0
NU.EDU,4,0,0,0,0.0,0.0
MILLERSVILLE.EDU,2,0,0,0,0.0,0.0
MULTCO.US,2,0,0,0,0.0,0.0
FDLPL.ORG,2,0,0,0,0.0,0.0
TCC.EDU,3,0,0,0,0.0,0.0
UNL.EDU,2,0,0,0,0.0,0.0
WFU.EDU,3,0,0,0,0.0,0.0
NIAGARACOLLEGE.CA,4,0,0,0,0.0,0.0
GETTY.EDU,12,0,0,0,0.0,0.0
HUNTER.CUNY.EDU,2,0,0,0,0.0,0.0
UDAYTON.EDU,6,0,0,0,0.0,0.0
VTC.EDU,2,0,0,0,0.0,0.0
UMBC.EDU,2,0,0,0,0.0,0.0
BCPL.ORG,2,0,0,0,0.0,0.0
DICKINSON.EDU,4,0,0,0,0.0,0.0
WSC.MA.EDU,2,0,0,0,0.0,0.0
NAIT.CA,4,0,0,0,0.0,0.0
TRINITY.EDU,3,0,0,0,0.0,0.0
RISD.EDU,5,0,0,0,0.0,0.0
UWW.EDU,3,0,0,0,0.0,0.0
USCB.EDU,1,0,0,0,0.0,0.0
SUNYULSTER.EDU,2,0,0,0,0.0,0.0
FHU.EDU,2,0,0,0,0.0,0.0
OHIO.EDU,4,0,0,0,0.0,0.0
WLSMAIL.ORG,2,0,0,0,0.0,0.0
MORRIS.UMN.EDU,4,0,0,0,0.0,0.0
URSULINE.EDU,5,0,0,0,0.0,0.0
ROBERT-MORRIS.EDU,3,0,0,0,0.0,0.0
NTU.EDU.SG,2,0,0,0,0.0,0.0
CI.AUSTIN.TX.US,2,0,0,0,0.0,0.0
PTDPROLOG.NET,2,0,0,0,0.0,0.0
HOLYCROSS.EDU,1,0,0,0,0.0,0.0
OAKVILLE.CA,4,0,0,0,0.0,0.0
ND.EDU,20,0,0,0,0.0,0.0
GSU.EDU,7,0,0,0,0.0,0.0
UARK.EDU,4,0,0,0,0.0,0.0
METU.EDU.TR,2,0,0,0,0.0,0.0
WVU.EDU,1,0,0,0,0.0,0.0
LCSC.EDU,1,0,0,0,0.0,0.0
STOLAF.EDU,4,0,0,0,0.0,0.0
UWYO.EDU,4,0,0,0,0.0,0.0
CAMERON.EDU,2,0,0,0,0.0,0.0
SFU.CA,2,0,0,0,0.0,0.0
BECON.ORG,2,0,0,0,0.0,0.0
UCF.EDU,13,0,0,0,0.0,0.0
UCT.AC.ZA,2,0,0,0,0.0,0.0
HOTMAIL.CA,6,0,0,0,0.0,0.0
ADAMSLIB.ORG,2,0,0,0,0.0,0.0
UCMO.EDU,5,0,0,0,0.0,0.0
BENTLEY.EDU,4,0,0,0,0.0,0.0
NAZ.EDU,4,0,0,0,0.0,0.0
SWCCD.EDU,4,0,0,0,0.0,0.0
LIBRARY.UCLA.EDU,2,0,0,0,0.0,0.0
UNCFSU.EDU,2,0,0,0,0.0,0.0
BRANDEIS.EDU,7,0,0,0,0.0,0.0
SALISBURY.EDU,7,0,0,0,0.0,0.0
SJFC.EDU,2,0,0,0,0.0,0.0
UNK.EDU,4,0,0,0,0.0,0.0
UMASS.EDU,3,0,0,0,0.0,0.0
CARROLLU.EDU,2,0,0,0,0.0,0.0
UNH.EDU,2,0,0,0,0.0,0.0
WIU.EDU,5,0,0,0,0.0,0.0
WESTPOINT.EDU,4,0,0,0,0.0,0.0
WCTC.EDU,2,0,0,0,0.0,0.0
KANAWHALIBRARY.ORG,2,0,0,0,0.0,0.0
TCU.EDU,9,0,0,0,0.0,0.0
WLU.EDU,2,0,0,0,0.0,0.0
RICE.EDU,7,0,0,0,0.0,0.0
IWU.EDU,3,0,0,0,0.0,0.0
UCMERCED.EDU,7,0,0,0,0.0,0.0
AUGSBURG.EDU,2,0,0,0,0.0,0.0
UHD.EDU,4,0,0,0,0.0,0.0
MONTANA.EDU,2,0,0,0,0.0,0.0
GEORGIASOUTHERN.EDU,4,0,0,0,0.0,0.0
EKU.EDU,2,0,0,0,0.0,0.0
PLU.EDU,2,0,0,0,0.0,0.0
JMU.EDU,16,0,0,0,0.0,0.0
TCC.FL.EDU,4,0,0,0,0.0,0.0
ELMLIB.ORG,2,0,0,0,0.0,0.0
VANDERBILT.EDU,4,0,0,0,0.0,0.0
ALBRIGHT.EDU,2,0,0,0,0.0,0.0
PACIFIC.EDU,5,0,0,0,0.0,0.0
ULETH.CA,2,0,0,0,0.0,0.0
DELTA.EDU,2,0,0,0,0.0,0.0
NIC.EDU,1,0,0,0,0.0,0.0
CALLUTHERAN.EDU,6,0,0,0,0.0,0.0
AUGUSTA.EDU,2,0,0,0,0.0,0.0
AD.NMSU.EDU,4,0,0,0,0.0,0.0
UMASSD.EDU,10,0,0,0,0.0,0.0
LANDER.EDU,2,0,0,0,0.0,0.0
UQTR.CA,3,0,0,0,0.0,0.0
HWS.EDU,2,0,0,0,0.0,0.0
LAW.BERKELEY.EDU,2,0,0,0,0.0,0.0
NESL.EDU,2,0,0,0,0.0,0.0
LIBRARY.UCSB.EDU,2,0,0,0,0.0,0.0
WMICH.EDU,4,0,0,0,0.0,0.0
CARLETON.CA,6,0,0,0,0.0,0.0
EVERETTCC.EDU,2,0,0,0,0.0,0.0
CALARTS.EDU,1,0,0,0,0.0,0.0
UAB.EDU,1,0,0,0,0.0,0.0
MCMASTER.CA,2,0,0,0,0.0,0.0
BAYLOR.EDU,4,0,0,0,0.0,0.0
NORTHWESTERN.EDU,6,0,0,0,0.0,0.0
NHFPL.ORG,1,0,0,0,0.0,0.0
CF.EDU,2,0,0,0,0.0,0.0
GWM.SC.EDU,2,0,0,0,0.0,0.0
CSUN.EDU,2,0,0,0,0.0,0.0
USNA.EDU,2,0,0,0,0.0,0.0
QUINCYLIBRARY.ORG,2,0,0,0,0.0,0.0
TCCD.EDU,4,0,0,0,0.0,0.0
DAL.CA,2,0,0,0,0.0,0.0
CITYU.EDU,1,0,0,0,0.0,0.0
LMUNET.EDU,1,0,0,0,0.0,0.0
UIUC.EDU,2,0,0,0,0.0,0.0
FERRIS.EDU,3,0,0,0,0.0,0.0
MAIL.UCF.EDU,1,0,0,0,0.0,0.0
FVRL.ORG,2,0,0,0,0.0,0.0
SFCC.EDU,2,0,0,0,0.0,0.0
UTK.EDU,2,0,0,0,0.0,0.0
BIOLA.EDU,2,0,0,0,0.0,0.0
UIDAHO.EDU,5,0,0,0,0.0,0.0
REDLANDS.EDU,2,0,0,0,0.0,0.0
FANDM.EDU,8,0,0,0,0.0,0.0
WESLEYANCOLLEGE.EDU,2,0,0,0,0.0,0.0
WALLAWALLA.EDU,2,0,0,0,0.0,0.0
DEPAUW.EDU,2,0,0,0,0.0,0.0
CITYOFFARGO.COM,2,0,0,0,0.0,0.0
LIBRARY.BERKELEY.EDU,2,0,0,0,0.0,0.0
UC.EDU,4,0,0,0,0.0,0.0
ELBURN.LIB.IL.US,2,0,0,0,0.0,0.0
MAIL.WVU.EDU,4,0,0,0,0.0,0.0
DTCC.EDU,2,0,0,0,0.0,0.0
CITYOFDENTON.COM,2,0,0,0,0.0,0.0
METRO.ORG,2,0,0,0,0.0,0.0
WESTGA.EDU,2,0,0,0,0.0,0.0
GVSU.EDU,5,0,0,0,0.0,0.0
NMSU.EDU,4,0,0,0,0.0,0.0
RICHMOND.EDU,2,0,0,0,0.0,0.0
UNCW.EDU,1,0,0,0,0.0,0.0
KHCPL.ORG,2,0,0,0,0.0,0.0
GBCNV.EDU,2,0,0,0,0.0,0.0
CORD.EDU,2,0,0,0,0.0,0.0
OTAGO.AC.NZ,3,0,0,0,0.0,0.0
JOLIETLIBRARY.ORG,2,0,0,0,0.0,0.0
LIBRARY.TAMU.EDU,4,0,0,0,0.0,0.0
HUNTLEYLIBRARY.ORG,2,0,0,0,0.0,0.0
COGECO.CA,3,0,0,0,0.0,0.0
MISERICORDIA.EDU,3,0,0,0,0.0,0.0
BELOITLIBRARY.ORG,2,0,0,0,0.0,0.0
SANDIEGO.EDU,2,0,0,0,0.0,0.0
LIB.UCONN.EDU,2,0,0,0,0.0,0.0
RADFORD.EDU,3,0,0,0,0.0,0.0
USF.EDU,6,0,0,0,0.0,0.0
ERIKSON.EDU,2,0,0,0,0.0,0.0
SALEMSTATE.EDU,2,0,0,0,0.0,0.0
UP.EDU,2,0,0,0,0.0,0.0
MWSU.EDU,2,0,0,0,0.0,0.0
SUNYBROOME.EDU,4,0,0,0,0.0,0.0
HARDING.EDU,2,0,0,0,0.0,0.0
BATES.EDU,2,0,0,0,0.0,0.0
LIBRARY.GATECH.EDU,2,0,0,0,0.0,0.0
OWU.EDU,4,0,0,0,0.0,0.0
ADAMS.EDU,2,0,0,0,0.0,0.0
GPC.EDU,2,0,0,0,0.0,0.0
NDU.EDU.LB,3,0,0,0,0.0,0.0
MTROYAL.CA,4,0,0,0,0.0,0.0
TRENTU.CA,2,0,0,0,0.0,0.0
MAIL.TWU.EDU,4,0,0,0,0.0,0.0
KENTLAW.IIT.EDU,2,0,0,0,0.0,0.0
SALEM.EDU,1,0,0,0,0.0,0.0
LIB.SIU.EDU,4,0,0,0,0.0,0.0
NAU.EDU,5,0,0,0,0.0,0.0
CARLSBADCA.GOV,4,0,0,0,0.0,0.0
SWARTHMORE.EDU,8,0,0,0,0.0,0.0
MINOTSTATEU.EDU,2,0,0,0,0.0,0.0
PRATTLIBRARY.ORG,2,0,0,0,0.0,0.0
CSULB.EDU,2,0,0,0,0.0,0.0
NIPISSINGU.CA,4,0,0,0,0.0,0.0
WASHCOLL.EDU,3,0,0,0,0.0,0.0
MICHIGAN.GOV,6,0,0,0,0.0,0.0
CALSTATELA.EDU,2,0,0,0,0.0,0.0
WNC.EDU,2,0,0,0,0.0,0.0
MAIL.UNOMAHA.EDU,2,0,0,0,0.0,0.0
SDSTATE.EDU,2,0,0,0,0.0,0.0
SASKTEL.NET,4,0,0,0,0.0,0.0
ROGERS.COM,2,0,0,0,0.0,0.0
SJU.EDU,2,0,0,0,0.0,0.0
MSU.EDU,9,0,0,0,0.0,0.0
UTRGV.EDU,4,0,0,0,0.0,0.0
PDX.EDU,3,0,0,0,0.0,0.0
COLUM.EDU,1,0,0,0,0.0,0.0
UTSC.UTORONTO.CA,1,0,0,0,0.0,0.0
GEPL.ORG,2,0,0,0,0.0,0.0
LSU.EDU,2,0,0,0,0.0,0.0
ALB.EDU,1,0,0,0,0.0,0.0
NCSU.EDU,4,0,0,0,0.0,0.0
LUC.EDU,4,0,0,0,0.0,0.0
MESSENGERPL.ORG,1,0,0,0,0.0,0.0
BELMONT.EDU,2,0,0,0,0.0,0.0
BRANTFORD.LIBRARY.ON.CA,1,0,0,0,0.0,0.0
FURMAN.EDU,2,0,0,0,0.0,0.0
PUGETSOUND.EDU,2,0,0,0,0.0,0.0
FJUHSD.NET,2,0,0,0,0.0,0.0
AUB.EDU.LB,2,0,0,0,0.0,0.0
BETHELKS.EDU,1,0,0,0,0.0,0.0
HOLLINS.EDU,2,0,0,0,0.0,0.0
UOGUELPH.CA,2,0,0,0,0.0,0.0
VALENCIACOLLEGE.EDU,2,0,0,0,0.0,0.0
PBA.EDU,2,0,0,0,0.0,0.0
URI.EDU,2,0,0,0,0.0,0.0
UND.EDU,1,0,0,0,0.0,0.0
MONMOUTHCOLLEGE.EDU,4,0,0,0,0.0,0.0
UNWSP.EDU,2,0,0,0,0.0,0.0
MY.URI.EDU,2,0,0,0,0.0,0.0
FANSHAWEC.CA,2,0,0,0,0.0,0.0
QF.ORG.QA,2,0,0,0,0.0,0.0
VANCOUVER.WSU.EDU,2,0,0,0,0.0,0.0
LIBRARY.UND.EDU,2,0,0,0,0.0,0.0
ADV-280PC12ZSFY.princeton.edu,1,0,0,0,0.0,0.0
PEI-DEPTLAT1.princeton.edu,1,0,0,0,0.0,0.0
DEV-390R90VCYKP.princeton.edu,1,0,0,0,0.0,0.0
RELAY-04.ANDREW.CMU.EDU,4,0,0,0,0.0,0.0
UHS-8MM57H2.princeton.edu,1,0,0,0,0.0,0.0
ORP-G3SZ5S2-LT.princeton.edu,1,0,0,0,0.0,0.0
DEV-280PC0XW3HW.princeton.edu,1,0,0,0,0.0,0.0
TRE-HZPFTT2.princeton.edu,1,0,0,0,0.0,0.0
VEEAM.COM,7,0,0,0,0.0,0.0
PHI-51SHRQ2.princeton.edu,1,0,0,0,0.0,0.0
autom203l.Princeton.EDU,2,0,0,0,0.0,0.0
LAW.HARVARD.EDU,2,0,0,0,0.0,0.0
DMS-EPARHAM18.princeton.edu,1,0,0,0,0.0,0.0
mta-YXXX.cluster2.blackbaud.net,4,0,156,13652,156.0,13652.0
mta-XXX0.cluster2.blackbaud.net,7,0,142,12484,142.0,12484.0
LISTSERVER.JJAY.CUNY.EDU,1,0,0,0,0.0,0.0
MEANINGFULWORLD.COM,1,0,0,0,0.0,0.0
WWS-PF1RJ26Q.princeton.edu,1,0,0,0,0.0,0.0
PU-507337.princeton.edu,4,0,0,0,0.0,0.0
ImageMuse.groups.io,4,0,0,0,0.0,0.0
NJMS.RUTGERS.EDU,4,0,0,0,0.0,0.0
UALBERTA.CA,4,0,0,0,0.0,0.0
OU.EDU,4,0,0,0,0.0,0.0
60-249-191-194.HINET-IP.hinet.net,1,0,8,567,8.0,567.0
UTSouthwestern.edu,2,0,0,0,0.0,0.0
CUANSCHUTZ.EDU,4,0,0,0,0.0,0.0
YORKU.CA,3,0,0,0,0.0,0.0
220-128-114-16.HINET-IP.hinet.net,4,0,0,0,0.0,0.0
UHIL19PA37.eemsg.mail.mil,2,0,65,5551,65.0,5551.0
ONP-DIANEG19.princeton.edu,1,0,0,0,0.0,0.0
OODA.com,4,0,0,0,0.0,0.0
USChamber.com,2,0,0,0,0.0,0.0
FRANCOIS.ORG,2,0,0,0,0.0,0.0
JimCurleyAuto.com,2,0,0,0,0.0,0.0
genomics.Princeton.EDU,2,0,0,0,0.0,0.0
BGP.BY,2,0,0,0,0.0,0.0
SMTP14.verintefm.com,5,0,0,0,0.0,0.0
Perkins.org,2,0,0,0,0.0,0.0
Exec-u-Net-mail.com,14,0,0,0,0.0,0.0
epm101l.Princeton.EDU,4,0,0,0,0.0,0.0
Carvana.com,1,0,0,0,0.0,0.0
ODAction.com,4,0,0,0,0.0,0.0
JPMORGAN.COM,12,0,0,0,0.0,0.0
URMEDICINE.ORG,2,0,0,0,0.0,0.0
EscapeArtist.com,1,0,0,0,0.0,0.0
BESTWEB.NET,2,0,0,0,0.0,0.0
Marketing.Refinitiv.com,3,0,0,0,0.0,0.0
Refinitiv.com,19,0,0,0,0.0,0.0
CRITICALREACH.ORG,7,0,0,0,0.0,0.0
TRE-JJWN1X2.princeton.edu,1,0,0,0,0.0,0.0
mta-OYXY.cluster2.blackbaud.net,4,0,86,7668,86.0,7668.0
ims311.Princeton.EDU,2,0,0,0,0.0,0.0
Penton.com,3,0,0,0,0.0,0.0
OL18-76.fibertel.com.ar,2,0,0,0,0.0,0.0
451Alliance.com,4,0,0,0,0.0,0.0
LMentsOfStyle.com,2,0,0,0,0.0,0.0
8Rivers.com,6,0,0,0,0.0,0.0
HOME.EASE.LSOFT.COM,4,0,0,0,0.0,0.0
mta-QQSE.cluster3.blackbaud.net,3,0,0,0,0.0,0.0
DEV-390R90VCYKC.princeton.edu,1,0,0,0,0.0,0.0
Worklab.com,6,0,0,0,0.0,0.0
HOU-824Z6H2.princeton.edu,1,0,0,0,0.0,0.0
ProdCtrl.princeton.edu,1,0,0,0,0.0,0.0
Ntserve1.princeton.edu,1,0,0,0,0.0,0.0
AMICA.COM,2,0,0,0,0.0,0.0
LISTSERV.LIV.AC.UK,10,0,28,2538,28.0,2538.0
HARPERCOLLINS.com,2,0,0,0,0.0,0.0
MDComplete.com,2,0,0,0,0.0,0.0
Amwell.com,3,0,0,0,0.0,0.0
Vzomsgtwi2.verizonwireless.com,9,0,0,0,0.0,0.0
Vzomsgtwi1.verizonwireless.com,7,0,51,4155,51.0,4155.0
EISSQL2C.princeton.edu,4,0,0,0,0.0,0.0
exct.Investorplace.com,10,0,0,0,0.0,0.0
e.Hotwire.com,2,0,0,0,0.0,0.0
LEHIGH.EDU,4,0,0,0,0.0,0.0
LISTS.PSU.EDU,23,0,0,0,0.0,0.0
MarkZaki.com,2,0,31,2459,31.0,2459.0
t.QuickenLoans.com,2,0,0,0,0.0,0.0
WSJTX.groups.io,3,0,0,0,0.0,0.0
TEL-CG1518.princeton.edu,1,0,0,0,0.0,0.0
Vera.org,5,0,0,0,0.0,0.0
csgtools200l.Princeton.EDU,2,0,0,0,0.0,0.0
BABOON.STANFORD.EDU,2,0,0,0,0.0,0.0
Prentke.com,2,0,0,0,0.0,0.0
DEV-390R90VCYKZ.princeton.edu,1,0,0,0,0.0,0.0
CS.PRINCETON.EDU,25,0,0,0,0.0,0.0
LABYRINTHBOOKS.COM,4,0,0,0,0.0,0.0
MCCARTER.ORG,2,0,0,0,0.0,0.0
dsl200w.Princeton.EDU,2,0,0,0,0.0,0.0
Ascensus.com,1,0,0,0,0.0,0.0
EISWS201W.princeton.edu,3,0,0,0,0.0,0.0
USS-TRAINING-2.princeton.edu,1,0,0,0,0.0,0.0
SHI.com,12,0,0,0,0.0,0.0
IDWholesaler.com,2,0,0,0,0.0,0.0
CEE-654CMR2.princeton.edu,1,0,0,0,0.0,0.0
albion.Princeton.EDU,3,0,0,0,0.0,0.0
DEV-390R90VCYKH.princeton.edu,1,0,0,0,0.0,0.0
Kenwood-radios.groups.io,2,0,0,0,0.0,0.0
SEJ.ORG,2,0,0,0,0.0,0.0
ORACLE.COM,2,0,0,0,0.0,0.0
HTCinc.com,2,0,0,0,0.0,0.0
LiveAquaria.com,6,0,0,0,0.0,0.0
LABMANAGER.COM,3,0,0,0,0.0,0.0
AMU-57L53M2-LT.princeton.edu,1,0,0,0,0.0,0.0
Christianbook.com,1,0,0,0,0.0,0.0
JamesTRobo.com,2,0,0,0,0.0,0.0
GabrielleCzaja.com,2,0,0,0,0.0,0.0
GER-3LNQ5H2.princeton.edu,1,0,0,0,0.0,0.0
TRE-99MHSN2.princeton.edu,1,0,0,0,0.0,0.0
KCL.AC.UK,1,0,0,0,0.0,0.0
PCO-R90QUJQH.princeton.edu,1,0,0,0,0.0,0.0
ONP-JANICEG19.princeton.edu,1,0,0,0,0.0,0.0
myCheapOair.com,4,0,0,0,0.0,0.0
LISTSERV.RIDER.EDU,2,0,0,0,0.0,0.0
sis119l.Princeton.EDU,2,0,0,0,0.0,0.0
SASIW220L.Princeton.EDU,2,0,0,0,0.0,0.0
SASIW221L.Princeton.EDU,2,0,0,0,0.0,0.0
SASIW219L.Princeton.EDU,2,0,0,0,0.0,0.0
ais211l.Princeton.EDU,2,0,0,0,0.0,0.0
211-20-145-202.HINET-IP.hinet.net,2,0,0,0,0.0,0.0
PROVIDESUPPORT.COM,2,0,0,0,0.0,0.0
Navient.com,2,0,0,0,0.0,0.0
G.HARVARD.EDU,5,0,0,0,0.0,0.0
Vectren.com,2,0,0,0,0.0,0.0
FocusGroup.com,2,0,0,0,0.0,0.0
PRO-C5JBNV2.princeton.edu,1,0,0,0,0.0,0.0
CRL.EDU,2,0,0,0,0.0,0.0
HOME.ARDMORE.PA.US,2,0,0,0,0.0,0.0
PCS-JHD2Y52.princeton.edu,1,0,0,0,0.0,0.0
SheerID.com,1,0,0,0,0.0,0.0
AOL.COM,26,0,0,0,0.0,0.0
LISTSERV.JTSA.EDU,4,0,0,0,0.0,0.0
DCHAS.ORG,8,0,0,0,0.0,0.0
ACS.ORG,5,0,0,0,0.0,0.0
SAFETYSTRATUS.COM,5,0,0,0,0.0,0.0
CABLEONE.NET,6,0,0,0,0.0,0.0
APPSTATE.EDU,6,0,0,0,0.0,0.0
ORNL.GOV,5,0,0,0,0.0,0.0
WCENVIRONMENTAL.COM,5,0,0,0,0.0,0.0
MONTREAT.EDU,5,0,0,0,0.0,0.0
CHEMICAL-SAFETY.COM,6,0,0,0,0.0,0.0
MINDSPRING.COM,9,0,0,0,0.0,0.0
WOWWAY.COM,6,0,0,0,0.0,0.0
COX.NET,9,0,0,0,0.0,0.0
SMU.EDU,6,0,0,0,0.0,0.0
INDYZOO.com,2,0,0,0,0.0,0.0
PoNYTYA.groups.io,1,0,0,0,0.0,0.0
PTMAIL1.Meddoc.net,3,0,417,37001,417.0,37001.0
DUNEDINFL.NET,2,0,0,0,0.0,0.0
FCC-GBFK3M2.princeton.edu,1,0,0,0,0.0,0.0
ATCC.org,4,0,0,0,0.0,0.0
alumni.PRINCETON.EDU,2,0,0,0,0.0,0.0
EGN-FQPKL72.princeton.edu,1,0,0,0,0.0,0.0
ML.com,3,0,0,0,0.0,0.0
CTISolutionsInc.com,4,0,0,0,0.0,0.0
ABITAPE.COM,2,0,0,0,0.0,0.0
LFDriscoll.com,3,0,0,0,0.0,0.0
DNG-782RVP2.princeton.edu,1,0,0,0,0.0,0.0
UHhospitals.org,2,0,0,0,0.0,0.0
HaldemanLexus.com,1,0,0,0,0.0,0.0
DOC-JL732X2.princeton.edu,1,0,0,0,0.0,0.0
TRE-J6SFSN2.princeton.edu,1,0,0,0,0.0,0.0
o22.SG01.motosnap.com,10,0,20,1708,20.0,1708.0
AMU-DDSYMH2-LT.princeton.edu,1,0,0,0,0.0,0.0
CSX.com,2,0,0,0,0.0,0.0
Phila.gov,2,0,0,0,0.0,0.0
LISTSERV.ECFMG.ORG,2,0,0,0,0.0,0.0
ECFMG.ORG,2,0,0,0,0.0,0.0
SI.EDU,6,0,0,0,0.0,0.0
DEV-280PF118319.princeton.edu,1,0,0,0,0.0,0.0
LISTSERV.DHS.NJ.GOV,6,0,0,0,0.0,0.0
mta-UMXU.cluster3.blackbaud.net,3,0,86,7682,86.0,7682.0
mta-LVPV.cluster3.blackbaud.net,4,0,257,22966,257.0,22966.0
LISTS.APA.ORG,2,0,0,0,0.0,0.0
APA.ORG,2,0,0,0,0.0,0.0
NYTIMES.COM,2,0,0,0,0.0,0.0
mta-ABCB.cluster2.blackbaud.net,3,0,82,7379,82.0,7379.0
mta-RRRF.cluster2.blackbaud.net,3,0,80,7281,80.0,7281.0
SAA-FRXG6Y2.princeton.edu,1,0,0,0,0.0,0.0
Value.HarrietCarter.com,11,0,0,0,0.0,0.0
mta-XZZX.cluster3.blackbaud.net,3,0,164,14736,164.0,14736.0
Fool.com,22,0,0,0,0.0,0.0
DonotCall.gov,4,0,0,0,0.0,0.0
Value.AmeriMark.com,2,0,0,0,0.0,0.0
DukePark.groups.io,9,0,0,0,0.0,0.0
NB.NO,4,0,0,0,0.0,0.0
NIH.GOV,2,0,0,0,0.0,0.0
HSUTX.EDU,5,0,0,0,0.0,0.0
REL-PF17ALKW.princeton.edu,1,0,0,0,0.0,0.0
mta-X0XZ.cluster2.blackbaud.net,3,0,123,10977,123.0,10977.0
TraditionEnergy.com,1,0,0,0,0.0,0.0
Nonesuch.com,10,0,0,0,0.0,0.0
