0,0,0
0,0,0
89,992,93080
11337,102017,10890499
25188,529329,52972949
38302,2415447,227247481
71651,9358647,841528083
107683,11157228,1011923775
157965,14455951,1411021731
368170,26867717,2574715004
394599,28312571,2701501042
428216,29656047,2826538337
452039,31213091,2958352242
469544,32758806,3091662458
478933,33548625,3164368375
493651,34395864,3243213831
502241,36639135,3452387146
510847,37766134,3546869192
570993,38025709,3570891165
573484,38148601,3582605453
578504,38240590,3590925653
581144,38245282,3591366015
581789,38252968,3592042998
582447,38459490,3611241617
583431,38460604,3611345306
583604,38463383,3611628373
583896,38469339,3612168189
584153,38469878,3612261415
584217,38471349,3612401253
584272,38481854,3613388772
584281,38486463,3613815194
