IP Address,Num Domains,Domains
204.153.48.41,1,['border-87-router.Princeton.EDU']
172.18.0.169,1,['ct16-2426.Princeton.EDU']
54.83.35.127,1,['GreenwichSentinel.com']
172.18.192.141,1,['cx24-0855.Princeton.EDU']
172.18.3.126,1,['cy24-0653.Princeton.EDU']
130.219.6.64,1,['UBHC.RUTGERS.EDU']
40.113.200.201,1,['Microsoft.com']
172.18.65.37,1,['arun-3772.Princeton.EDU']
34.207.13.235,1,['Vanderbilt.Edu']
172.18.4.129,1,['cx48-1125.Princeton.EDU']
131.225.111.153,1,['LISTSERV.FNAL.GOV']
128.112.86.75,1,['PHY-WBAKR4.princeton.edu']
172.18.2.14,1,['cy24-0692.Princeton.EDU']
10.252.81.39,1,['ap-0127-0070.Princeton.EDU']
128.112.56.27,1,['PRO-9WPG4Z2.princeton.edu']
177.53.9.41,1,['ANTW--177-53-9-41.aliennetwork.net.br']
10.6.55.23,1,['iamcas101l.Princeton.EDU']
172.18.83.207,1,['arun-3773.Princeton.EDU']
10.252.14.17,1,['rtr-agg-0685-a.Princeton.EDU']
172.18.32.82,1,['ca24-1447.Princeton.EDU']
192.175.213.88,1,['Vanguard.com']
208.68.76.50,1,['Christianbook.com']
10.6.56.40,1,['iamprox101l.Princeton.EDU']
172.18.33.18,1,['cy24-0027.Princeton.EDU']
172.18.194.21,1,['cy24-0759.Princeton.EDU']
172.18.4.50,1,['cy48-0919.Princeton.EDU']
128.112.202.5,1,['LIBSERV55.princeton.edu']
172.18.2.245,1,['ce32-1753.Princeton.EDU']
209.119.0.9,1,['HOME.EASE.LSOFT.COM']
172.18.83.208,1,['arun-3774.Princeton.EDU']
216.37.42.139,1,['NEDCC.ORG']
159.127.187.212,1,['service.BarclaysUS.com']
10.252.81.64,1,['ap-0127-0071.Princeton.EDU']
172.217.12.174,1,['GOOGLE.COM']
54.82.17.205,1,['WACloudLB-1801077940.us-east-1.elb.amazonaws.com']
172.18.32.126,1,['cy24-0778.Princeton.EDU']
172.18.33.36,1,['ca12-1942.Princeton.EDU']
165.91.22.232,1,['LISTSERV.TAMU.EDU']
128.6.46.111,1,['RUTGERS.EDU']
97.74.183.148,1,['MarkRobertGordon.com']
172.18.83.209,1,['arun-3775.Princeton.EDU']
172.19.70.44,1,['Lowrie.princeton.edu']
172.18.2.141,1,['ca24-2960.Princeton.EDU']
66.207.141.218,1,['Chatham.edu']
128.112.242.151,1,['ATH-J28JQJ1.princeton.edu']
128.112.241.51,1,['OCS-SIGNAGE001.pu.win.princeton.edu']
128.112.241.103,1,['DEV-902-F2WGH02.princeton.edu']
10.6.55.48,1,['iamadfs100w.Princeton.EDU']
162.250.5.74,1,['US-NJC-ANX-R007.teamviewer.com']
172.18.33.9,1,['cy24-0787.Princeton.EDU']
172.18.192.30,1,['ca12-2464.Princeton.EDU']
23.207.105.4,1,['ALUM.MIT.EDU']
128.112.32.186,1,['CBE-RAR-10.princeton.edu']
10.252.81.43,1,['ap-0127-0072.Princeton.EDU']
172.18.3.12,1,['cy48-1621.Princeton.EDU']
172.18.66.254,1,['arun-3776.Princeton.EDU']
128.112.29.219,1,['EGN-D0QNMD2.princeton.edu']
172.18.32.188,1,['ca12-2360.Princeton.EDU']
173.255.221.194,1,['FCT.groups.io']
162.144.140.147,1,['PMAgroup.com']
128.112.128.152,1,['heymon-subnet128.Princeton.EDU']
172.18.33.4,1,['cy24-0789.Princeton.EDU']
128.112.112.233,1,['MOL-5NDQC42.princeton.edu']
128.112.112.96,1,['MOL-C4PYWR1.princeton.edu']
128.143.230.190,1,['lists.village.Virginia.EDU']
10.252.81.63,1,['ap-0127-0073.Princeton.EDU']
128.112.176.33,1,['splash.Princeton.EDU']
172.18.32.15,1,['cy24-0795.Princeton.EDU']
65.240.185.157,1,['AviatorBusinessCard.com']
184.72.112.29,1,['ConnectedCommunity.org']
172.18.83.212,1,['arun-3862.Princeton.EDU']
128.112.140.163,1,['UHS-7WK4JC2.princeton.edu']
172.18.2.123,1,['cy24-0796.Princeton.EDU']
10.252.81.74,1,['ap-0127-0074.Princeton.EDU']
172.18.83.213,1,['arun-3863.Princeton.EDU']
34.68.114.114,1,['SANESolution.com']
142.90.89.35,1,['TRIUMF.CA']
10.6.57.38,1,['aisob310w.Princeton.EDU']
172.18.2.124,1,['cy24-0806.Princeton.EDU']
128.112.29.120,1,['EGN-HZSFMS1.princeton.edu']
137.254.120.50,1,['ORACLE.COM']
74.208.236.138,1,['Princeton79.org']
172.18.83.214,1,['arun-3864.Princeton.EDU']
10.252.81.72,1,['ap-0127-0075.Princeton.EDU']
66.170.227.133,1,['dns-ext-bedford.MITRE.ORG']
172.19.70.67,2,"['Fac-Forest.princeton.edu', 'Fac-forest.princeton.edu']"
162.220.222.170,1,['US-DEN-ANX-R007.teamviewer.com']
10.6.49.86,1,['aissmb325l.Princeton.EDU']
162.250.2.175,1,['US-MIA-ANX-R012.teamviewer.com']
128.112.149.217,1,['Ryder.princeton.edu']
52.117.209.83,1,['US-DAL-IBM-R018.teamviewer.com']
188.172.214.47,1,['US-LAX-ANX-R012.teamviewer.com']
172.18.2.78,1,['cy24-0819.Princeton.EDU']
188.172.251.42,1,['US-DAL-ANX-R007.teamviewer.com']
130.184.5.240,1,['LISTSERV.UARK.EDU']
209.152.46.213,1,['PCC.EDU']
50.200.153.97,1,['Newdayusa.com']
99.224.176.180,1,['CPEa84e3f417633-CMa84e3f417630.cpe.net.cable.rogers.com']
213.227.173.146,1,['US-WAS-ANX-R015.teamviewer.com']
162.250.6.133,1,['US-CHI-ANX-R002.teamviewer.com']
169.44.131.157,1,['US-SJC-IBM-R028.teamviewer.com']
71.187.217.69,1,['parsonsbabylon5.DiskStation.me']
50.23.151.146,1,['US-SEA-IBM-R017.teamviewer.com']
162.250.7.70,1,['US-ATL-ANX-R003.teamviewer.com']
109.250.138.129,1,['i6DFA8A81.versanet.de']
128.112.56.255,1,['DOF-5NMP9T2.princeton.edu']
10.6.48.189,1,['lrdc207w.Princeton.EDU']
52.117.209.67,1,['US-DAL-IBM-R002.teamviewer.com']
169.60.90.40,1,['US-WAS-IBM-R007.teamviewer.com']
162.220.223.211,1,['US-NJC-ANX-R036.teamviewer.com']
65.111.254.13,1,['McKamish.com']
198.125.224.166,1,['PPPL.GOV']
10.252.81.54,1,['ap-0127-0076.Princeton.EDU']
128.112.85.168,1,['JADWIN-HE-REC.princeton.edu']
172.18.2.125,1,['cy24-0820.Princeton.EDU']
172.18.83.210,1,['arun-3871.Princeton.EDU']
10.252.81.102,1,['ap-0127-0077.Princeton.EDU']
45.60.16.174,1,['AmericanInno.com']
172.18.2.126,1,['cy24-0821.Princeton.EDU']
216.235.195.36,1,['mta-RRRO.cluster2.blackbaud.net']
172.18.83.215,1,['arun-3877.Princeton.EDU']
23.253.125.229,1,['DemocracyFund.org']
128.112.37.147,1,['rain.Princeton.EDU']
10.252.81.38,1,['ap-0127-0078.Princeton.EDU']
69.20.100.231,1,['846315-ProdAUtil01.anninc.com']
172.18.2.131,1,['cy24-0839.Princeton.EDU']
69.28.185.55,1,['US.depot.battle.net']
172.18.83.216,1,['arun-3878.Princeton.EDU']
128.112.221.167,1,['ECO-C02W209PHX8F.princeton.edu']
10.252.81.94,1,['ap-0127-0079.Princeton.EDU']
59.124.206.124,1,['59-124-206-124.HINET-IP.hinet.net']
198.125.224.212,1,['PPPL.GOV']
10.6.54.44,1,['iamshib100w.Princeton.EDU']
172.18.2.117,1,['cy24-0844.Princeton.EDU']
66.231.95.159,1,['mta.emarketing.MGIEmailSolutions.com']
216.235.195.159,1,['mta-RRTY.cluster3.blackbaud.net']
128.112.200.215,1,['LIB-ReLAY02.Pu.wIn.PRiNceTON.eDu']
172.18.83.217,1,['arun-3879.Princeton.EDU']
10.252.81.18,1,['ap-0127-0080.Princeton.EDU']
217.114.85.70,1,['Bain.com']
172.18.2.223,1,['cy24-0845.Princeton.EDU']
216.235.195.49,1,['mta-ABCB.cluster2.blackbaud.net']
172.18.3.225,1,['cx48-0659.Princeton.EDU']
10.252.81.97,1,['ap-0127-0081.Princeton.EDU']
172.18.83.219,1,['arun-3881.Princeton.EDU']
172.18.193.167,1,['cx24-0672.Princeton.EDU']
128.112.173.134,1,['delta.Princeton.EDU']
172.18.65.38,1,['arun-4428.Princeton.EDU']
128.112.226.64,1,['ART-080119A.princeton.edu']
10.252.81.13,1,['ap-0127-0082.Princeton.EDU']
128.112.164.142,1,['DNG-DTHLKB2.princeton.edu']
34.197.130.29,1,['prod-community-LB-2006000074.us-east-1.elb.amazonaws.com']
172.18.2.93,1,['cx48-0675.Princeton.EDU']
10.6.56.38,1,['iamprox301l.Princeton.EDU']
172.18.65.195,1,['arun-4429.Princeton.EDU']
10.6.59.11,1,['iso-202l.Princeton.EDU']
52.34.211.161,1,['BCMLS2.glpals.com']
172.18.193.182,1,['cx24-0682.Princeton.EDU']
10.252.81.30,1,['ap-0127-0083.Princeton.EDU']
52.5.183.187,1,['Evercore.com']
143.228.58.158,1,['MAIL.HOUSE.GOV']
172.18.65.196,1,['arun-4430.Princeton.EDU']
140.180.222.97,1,['sp.Princeton.EDU']
128.112.219.52,1,['MURTHYLAB-PC02.princeton.edu']
172.18.192.137,1,['cx24-0683.Princeton.EDU']
198.117.0.151,1,['NDMSVNPF101.ndc.nasa.gov']
128.112.219.45,1,['DOC-1GLCV12.princeton.edu']
134.53.19.65,1,['LISTSERV.MIAMIOH.EDU']
128.112.216.214,1,['seunglab05.pni.Princeton.EDU']
74.208.232.28,1,['MAIL.COM']
10.8.56.243,1,['AMU-PHANTASOS.pu.win.princeton.edu']
128.112.216.237,1,['seunglab06.pni.Princeton.EDU']
128.112.218.6,1,['seunglab07.pni.Princeton.EDU']
172.18.65.197,1,['arun-4431.Princeton.EDU']
128.112.218.18,1,['seunglab08.pni.Princeton.EDU']
192.175.214.88,1,['Vanguard.com']
10.252.81.89,1,['ap-0127-0084.Princeton.EDU']
134.114.177.181,1,['LISTS.NAU.EDU']
128.192.110.165,1,['LISTSERV.UGA.EDU']
