Domains,Sequence Number Diff
t.teads.tv,4578
bbc.gscontxt.net,4329
dt.adsafeprotected.com,31992
eb2.3lift.com,5502
a.teads.tv,152640
nav.files.bbci.co.uk,5589
mybbc-analytics.files.bbci.co.uk,5589
idcta.api.bbc.co.uk,5589
mybbc.files.bbci.co.uk,5589
polling.bbc.co.uk,5589
emp.bbci.co.uk,5589
emp.bbc.com,5589
gel.files.bbci.co.uk,5589
sync.teads.tv,6208
pixel.adsafeprotected.com,35210
