Client IP,Server IP,Client Port,Initial Timestamp,Sequence Diff,Possible Domains
10.9.95.159,172.217.6.195,59216,1599608075.645404,83028,ssl.gstatic.com/
10.9.95.159,144.208.79.222,59217,1599608076.243921,10854,www.abrahamlincolnonline.org/
10.9.95.159,144.208.79.222,59218,1599608076.388899,16191,www.abrahamlincolnonline.org/
10.9.95.159,144.208.79.222,59219,1599608076.388902,438,www.abrahamlincolnonline.org/
