Client IP,Server IP,Client Port,Initial Timestamp,Sequence Diff,Possible Domains
10.9.95.159,172.217.11.3,59192,1599607929.673121,83049,ssl.gstatic.com/
10.9.95.159,17.248.135.177,59193,1599607931.028441,11322,gateway.fe.apple-dns.net/
10.9.95.159,17.248.135.144,59194,1599607931.284127,5194,me.apple-dns.net/
10.9.95.159,144.208.79.222,59195,1599607938.703457,26479,www.abrahamlincolnonline.org/
10.9.95.159,144.208.79.222,59196,1599607938.788004,874,www.abrahamlincolnonline.org/
